Full_Name,Year,Citation,spherical_cluster,topic_keywords,hdbscan_cluster,agglomerative_cluster,tsne_x,tsne_y,umap_x,umap_y,ACM Fellow Profile,DBLP profile,Google Scholar Profile,Affiliation
Peter Wegner,1995,For many 27 years Professor Wegner has been an initiating leader in ACM's educational and publication efforts while inspiring several generations of computer scientists.,11,"computer, acm, science, contributions, computing, years",-1,8,-10.536414,27.063463,3.5322585,7.44885,https://awards.acm.org/award-recipients/wegner_1068550,https://dblp.org/pid/w/PeterWegner,https://scholar.google.com/citations?user=WrJapmUAAAAJ,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research"
Cliff B Jones,1995,"A longstanding originator and promoter of formal and rigorous methods for software design and construction, especially the Vienna Development Method (VDM).",4,"programming, contributions, languages, language, program, compilers",-1,6,10.206979,-16.598894,2.630618,5.744479,https://awards.acm.org/award-recipients/jones_1076850,https://dblp.org/pid/j/CliffBJones,https://scholar.google.com/citations?user=W9m9SwwAAAAJ,"Professor of Computing Science, Newcastle University, UK"
R L Ashenhurst,1995,Ashenhurst's most notable contributions in 31 years of ACM leadership were 14 years as Monograph Series editor and 17 years as editor of CACM Forum.,11,"computer, acm, science, contributions, computing, years",-1,8,-7.423172,26.893084,3.4851477,7.6683364,https://awards.acm.org/award-recipients/ashenhurst_1004811,https://dblp.org/pid/10/3512,,
Richard E. Ladner,1995,For seminal and significant contributions in theoretical computer science research.,11,"computer, acm, science, contributions, computing, years",-1,8,-15.63574,25.579185,3.5705094,7.0741053,https://awards.acm.org/award-recipients/ladner_1193366,https://dblp.org/pid/l/RELadner,https://scholar.google.com/citations?user=hgOSI1EAAAAJ,University of Washington
Richard P Brent,1995,"For research in the areas of parallel algorithms, computational number theory, multiple-precision arithmetic, computational complexity and numerical analysis, and leadership in Australian Computer Science.",1,"contributions, algorithms, complexity, computational, theory, geometry",-1,4,-17.263735,-7.2752194,6.737919,4.9016895,https://awards.acm.org/award-recipients/brent_1107689,https://dblp.org/pid/b/RichardPBrent,https://scholar.google.com/citations?user=TRcAF4cAAAAJ,Australian National University
Robert Constable,1995,"For fundamental contributions to the field of logic and its computational aspects, especially his work on providing mechanical assistance in problem solving through the software system Nuprl.",5,"contributions, reasoning, artificial, intelligence, systems, verification",-1,6,-19.42592,-5.1854715,5.4833083,6.1380105,https://awards.acm.org/award-recipients/constable_1117506,https://dblp.org/pid/63/6962,,
Roy F Rada,1995,Author of over 100 journal articles and several books on information systems and leader in ACM SIG conference activities for over a decade.,11,"computer, acm, science, contributions, computing, years",-1,8,-5.949977,27.088755,3.4856162,7.5805707,https://awards.acm.org/award-recipients/rada_3846565,,,
S Lakshmivarahan,1995,"For contributions to the theory and applications of learning algorithms, parallel processing and interconnection networks.",7,"contributions, parallel, distributed, computing, systems, performance",0,2,12.46805,14.660519,4.4399285,4.0829005,https://awards.acm.org/award-recipients/lakshmivarahan_1797653,https://dblp.org/pid/l/SLakshmivarahan,https://scholar.google.com/citations?user=SverXLoAAAAJ,"George Lynn Cross Research Professor Emeritus, Computer Science, University of …"
Sambasiva Kosaraju,1995,For contributions to the Theory of Parallel Computing.,7,"contributions, parallel, distributed, computing, systems, performance",0,2,15.682237,11.408593,4.0538077,4.041367,https://awards.acm.org/award-recipients/kosaraju_1130855,,,
Stuart Feldman,1995,For outstanding contributions to the research and practice of software development environments and for leadership and innovation in ACM's Special Interest Group on Programming Languages.,4,"programming, contributions, languages, language, program, compilers",-1,18,19.662153,-21.403296,2.3541973,5.7075486,https://awards.acm.org/award-recipients/feldman_1240498,https://dblp.org/pid/f/StuartIFeldman,,
Zvi Galil,1995,For fundamental contributions to the design and analysis of algorithms and outstanding service to the theoretical computer science community.,1,"contributions, algorithms, complexity, computational, theory, geometry",-1,6,-5.8638983,-7.196235,6.5533338,5.203036,https://awards.acm.org/award-recipients/galil_1401728,https://dblp.org/pid/g/ZviGalil,https://scholar.google.com/citations?user=tI3m7CMAAAAJ,"Professor of Computer Science, Georgia Tech"
A J Milner,1994,"For three distinct and complete achievements: 1) LCF, the mechanization of Scott's Logic of Computable Functions, probably the first theoretically based yet practical tool for machine-assisted proof construction; 2) ML, the first language to include polymorphic type inference together with a type-safe exception-handling mechanism; 3) CCS, a general theory of concurrency. In addition, he formulated and strongly advanced full abstraction, the study of the relationship between operational and denotational semantics.",4,"programming, contributions, languages, language, program, compilers",-1,18,24.962149,-19.49432,2.6011474,5.109807,https://awards.acm.org/award-recipients/milner_1569367,,https://scholar.google.com/citations?user=1bezk50AAAAJ,Harvard University / Franciscan Children's
Aaron Finerman,1994,"In recognition of his extensive and productive participation in the management of professional society policies and operations. Dr. Finerman has been actively involved in the Space Program and other technical activities worldwide in addition to his years of service to such organizations such as SHARE, AFIPS, and ACM.",11,"computer, acm, science, contributions, computing, years",-1,8,-12.121504,17.85958,3.865071,7.919601,https://awards.acm.org/award-recipients/finerman_1598512,https://dblp.org/pid/11/4555,,
Adele Goldberg,1994,"For seminal contributions to object-oriented programming and related programming techniques. The theories of languages and development systems known as Smalltalk laid the foundation for explorations in new software methodologies, graphical user interfa",4,"programming, contributions, languages, language, program, compilers",-1,18,22.784096,-27.810017,2.360308,5.69871,https://awards.acm.org/award-recipients/goldberg_1110519,https://dblp.org/pid/g/AdeleGoldberg,https://scholar.google.com/citations?user=aK42DkQAAAAJ,"Professor of Psychology, Princeton University"
Allen Tucker,1994,"Dr. Allen B. Tucker was Co-Chair of the ACM/IEEE Computer Society Joint Curriculum Task Force, and Editor of the Task Force Report, Computing Curricula '91. This and mark report provides a framework for evolving computer science curricula through the '90's, serving as both a practical tool and a theoretical foundation for curriculum design. Dr. Tucker has also been a major contributor to previous computer science curriculum efforts and is widely recognized for his dedication and leadership in the development of computer science as an academic discipline.",11,"computer, acm, science, contributions, computing, years",-1,8,-11.549768,25.239826,3.538821,7.4326477,https://awards.acm.org/award-recipients/tucker_1098797,https://dblp.org/pid/146/9346,https://scholar.google.com/citations?user=F55XS58AAAAJ,"Senior Lecturer, Brunel University"
Andries van Dam,1994,"For sustained contributions to computer science and education, especially in the areas of graphics and user interfaces. Through his writings, programs, films, and personal enthusiasm, he has inspired generations of students at Brown University and computer users everywhere.",11,"computer, acm, science, contributions, computing, years",-1,18,-18.041601,24.220793,3.9563797,7.1754246,https://awards.acm.org/award-recipients/vandam_6127971,https://dblp.org/pid/d/AvDam,,
Anthony Ralston,1994,"For a range of accomplishments as an author, educator, human rights advocate, and in the management of technical societies.",11,"computer, acm, science, contributions, computing, years",-1,8,-6.0497966,28.193117,3.4933686,7.551507,https://awards.acm.org/award-recipients/ralston_1005818,https://dblp.org/pid/12/4330,,
Azriel Rosenfeld,1994,For pioneering and fundamental contributions to computer vision and image analysis.,0,"vision, contributions, computer, graphics, image, geometry",1,17,-49.91614,-5.8020763,9.123005,7.086418,https://awards.acm.org/award-recipients/rosenfeld_1037506,https://dblp.org/pid/r/AzrielRosenfeld,,
Bjarne Stroustrup,1994,"For his early work laying the foundations for the C++ programming language. Based on the foundations and Dr. Stroustrup's continuing efforts, C++ has become one of the most influential programming languages in the history of computing.",4,"programming, contributions, languages, language, program, compilers",-1,8,18.874044,-27.822147,2.818971,5.992841,https://awards.acm.org/award-recipients/stroustrup_1652833,https://dblp.org/pid/s/BjarneStroustrup,https://scholar.google.com/citations?user=Rr9Y8acAAAAJ,Mrgan Stanley and Columbia University
Bruce Lindsay,1994,"For co-authoring of 'The Recovery Manager of the System R Database Manager', the best paper in the area of Programming Systems and Languages.",6,"database, contributions, data, systems, management, databases",-1,0,4.438507,-37.13397,3.9559011,5.541464,https://awards.acm.org/award-recipients/lindsay_1238732,https://dblp.org/pid/288/0534,https://scholar.google.com/citations?user=YT1C7RIAAAAJ,"Eberly Professor of Statistics, Penn State"
Burton Smith,1994,For pioneering work in the design and implementation of scalable shared memory multiprocessors.,7,"contributions, parallel, distributed, computing, systems, performance",-1,2,36.23146,-0.42770284,3.351425,3.5195284,https://awards.acm.org/award-recipients/smith_1148832,https://dblp.org/pid/64/4805,https://scholar.google.com/citations?user=b6KgeNEAAAAJ,University Hospitals of Derby and Burton NHS Foundation Trust / University of Nottingham
Butler W Lampson,1994,"For contributions to the development of distributed, personal computing environments and the technology for their implementation: workstations, networks, operating systems, programming systems, displays, security, and document publishing.",7,"contributions, parallel, distributed, computing, systems, performance",-1,19,-26.983795,19.752388,3.6824734,5.6149464,https://awards.acm.org/award-recipients/lampson_1142421,https://dblp.org/pid/l/ButlerWLampson,,
